plant_order,plant_family,plant_subfamily,plant_genus,day,time,soil_moisture_percent,lux,temperature,humidity,was_watered
Alismatales,Araceae,Monsteroideae,Spathiphylleae,16/11/2023,17:29:36,13.11,32.5,19,55,1
Alismatales,Araceae,Monsteroideae,Spathiphylleae,16/11/2023,17:30:01,13.32,32.08,19,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,16/11/2023,18:00:00,96.26,32.92,19,53,1
Alismatales,Araceae,Monsteroideae,Spathiphylleae,16/11/2023,18:30:00,96.02,26.67,18,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,16/11/2023,19:00:01,95.91,26.67,18,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,16/11/2023,19:30:00,95.82,27.5,19,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,16/11/2023,20:00:00,95.8,27.5,18,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,16/11/2023,20:30:01,95.81,0,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,16/11/2023,21:00:00,95.79,0,19,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,16/11/2023,21:30:00,95.81,0,19,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,16/11/2023,22:00:01,95.95,0,19,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,16/11/2023,22:30:00,95.83,0,19,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,16/11/2023,23:00:01,95.86,0,18,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,16/11/2023,23:30:03,95.85,0,18,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,00:00:01,95.81,0,18,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,00:30:00,95.85,0,18,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,01:00:00,95.88,0,18,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,01:30:01,95.96,0,18,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,02:00:00,95.99,0,18,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,02:30:00,96,0,18,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,03:00:01,96.08,0,18,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,03:30:00,96.06,0,18,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,04:00:00,96.09,0,18,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,04:30:01,96.17,0,18,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,05:00:00,96.2,0,18,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,05:30:00,96.18,0,18,52,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,06:00:01,96.26,0,18,52,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,06:30:00,96.27,0,18,52,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,07:00:00,96.32,0.42,18,52,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,07:30:01,96.4,37.5,18,52,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,08:00:00,96.37,112.5,18,52,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,08:30:01,96.43,167.5,18,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,09:00:00,96.36,214.17,18,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,09:30:00,96.36,250,18,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,10:00:01,96.34,330.83,18,52,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,10:30:00,96.27,948.33,18,52,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,11:00:00,96.14,1069.17,18,52,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,11:30:01,96.2,955,19,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,12:00:00,96.14,898.75,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,12:30:01,96.15,875.83,19,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,13:00:00,96.34,708.75,19,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,13:30:00,96.1,324.58,18,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,14:00:01,95.89,583.33,18,50,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,14:30:00,95.89,510,19,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,15:00:00,95.94,312.08,19,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,15:30:01,95.94,152.5,19,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,16:00:00,96.04,30.42,19,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,16:30:00,96,0.83,19,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,17:00:00,96.01,5,19,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,17:30:01,96.2,5,19,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,18:00:00,96.02,4.58,19,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,18:30:00,95.98,4.58,19,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,19:00:01,96.07,4.58,19,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,19:30:00,96.06,14.58,19,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,20:00:00,96,3.33,19,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,20:30:01,96.05,14.58,19,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,21:00:00,95.96,12.92,20,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,21:30:00,95.77,15.42,20,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,22:00:01,95.9,16.25,20,63,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,22:30:00,95.97,17.08,20,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,23:00:01,95.99,17.5,20,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,17/11/2023,23:30:00,95.97,4.58,20,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,18/11/2023,00:00:00,96.92,5,20,64,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,18/11/2023,00:30:01,96.2,5,15,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,18/11/2023,01:00:00,96.12,0,18,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,18/11/2023,01:30:00,96.11,13.33,19,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,18/11/2023,02:00:01,96.06,12.08,19,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,18/11/2023,02:30:00,96.08,13.75,19,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,03:00:00,96.09,0.0,19,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,03:30:01,96.1,0.0,19,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,04:00:00,96.16,0.0,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,04:30:00,96.15,0.0,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,05:00:01,96.22,0.0,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,05:30:00,96.15,0.0,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,06:00:01,96.22,0.0,19,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,06:30:00,96.13,0.0,19,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,07:00:00,96.21,0.0,19,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,07:30:01,96.17,4.58,19,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,08:00:07,96.22,21.67,19,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,08:30:03,96.16,170.42,19,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,09:00:07,96.21,154.58,19,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,09:30:00,96.16,261.67,19,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,10:00:01,96.16,429.17,19,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,10:30:00,96.13,258.75,19,60,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,11:00:01,96.1,345.42,19,60,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,11:30:00,96.09,459.17,19,61,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,12:00:00,96.04,417.5,19,62,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,12:30:01,96.04,580.42,19,63,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,13:00:00,96.04,800.0,19,62,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,13:30:00,96.01,800.83,20,62,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,14:00:01,96.01,340.83,20,62,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,14:30:00,96.02,550.83,19,62,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,15:00:01,95.8,131.25,20,63,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,15:30:00,95.93,75.0,20,79,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,16:00:00,96.0,27.08,20,73,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,16:30:01,95.99,26.67,20,68,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,17:00:00,96.23,25.0,20,66,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,17:30:00,96.11,24.58,19,64,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,18:00:01,96.07,25.42,20,64,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,18:30:00,96.09,0.0,20,64,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,19:00:01,96.08,0.0,20,64,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,19:30:00,96.06,32.92,20,64,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,20:00:00,96.04,32.92,20,63,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,20:30:04,96.0,30.42,20,65,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,21:00:00,95.77,29.17,20,65,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,21:30:01,95.8,30.0,21,71,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,22:00:00,95.82,29.17,21,73,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,22:30:00,95.85,27.5,21,65,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,23:00:01,95.84,27.92,21,62,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-18,23:30:00,95.7,28.33,21,64,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,00:00:01,95.79,25.83,21,66,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,00:30:00,95.84,27.08,21,66,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,01:00:00,96.02,26.67,21,66,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,01:30:01,96.25,0.0,20,61,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,02:00:00,96.25,0.0,20,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,02:30:01,96.4,0.0,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,03:00:00,96.35,0.0,19,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,03:30:00,96.48,0.0,19,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,04:00:01,96.46,0.0,18,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,04:30:00,96.48,0.0,18,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,05:00:00,96.64,0.0,18,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,05:30:01,96.6,0.0,18,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,06:00:00,96.6,0.0,18,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,06:30:00,96.59,0.0,18,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,07:00:01,96.6,0.0,18,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,07:30:03,96.6,27.5,18,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,08:00:01,96.71,96.25,18,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,08:30:00,96.66,145.42,17,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,09:00:01,96.64,244.58,17,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,09:30:00,96.61,482.08,17,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,10:00:00,96.55,350.42,18,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,10:30:01,96.42,1213.33,17,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,11:00:00,96.55,626.25,18,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,11:30:00,96.47,723.75,18,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,12:00:01,96.62,490.83,18,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,12:30:00,96.5,917.5,18,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,13:00:01,96.51,929.58,18,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,13:30:00,96.59,405.0,18,54,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,14:00:04,96.58,274.58,18,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,14:30:00,96.64,292.08,18,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,15:00:00,96.44,214.17,17,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,15:30:01,96.17,60.83,18,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,16:00:00,96.08,39.58,19,70,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,16:30:00,95.93,34.58,20,65,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,17:00:01,96.22,3.75,20,66,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,17:30:00,96.27,4.17,20,61,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,18:00:00,96.16,4.17,19,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,18:30:01,96.2,4.17,19,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,19:00:00,96.09,32.92,19,61,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,19:30:01,96.17,31.67,19,63,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,20:00:00,96.15,32.5,19,60,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,20:30:00,96.14,0.0,20,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,21:00:01,96.11,0.0,19,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,21:30:00,96.2,0.0,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,22:00:00,96.21,0.0,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,22:30:01,96.21,0.0,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,23:00:00,96.18,0.0,19,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-19,23:30:01,96.14,0.0,19,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,00:00:03,96.18,0.0,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,00:30:01,96.17,0.0,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,01:00:00,96.18,0.0,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,01:30:00,96.18,4.17,19,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,02:00:04,96.14,4.58,20,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,02:30:04,96.09,0.0,20,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,03:00:00,96.14,0.0,20,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,03:30:00,96.17,0.0,20,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,04:00:01,96.11,0.0,19,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,04:30:00,96.13,0.0,19,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,05:00:00,96.22,0.0,19,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,05:30:01,96.31,0.0,19,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,06:00:00,96.18,0.0,19,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,06:30:01,96.26,0.0,19,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,07:00:00,96.25,0.0,19,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,07:30:00,96.25,26.67,19,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,08:00:01,96.25,90.42,19,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,08:30:00,96.23,157.5,19,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,09:00:00,96.22,467.08,19,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,09:30:01,96.34,529.58,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,10:00:00,96.16,764.58,19,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,10:30:01,96.08,810.0,19,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,11:00:00,95.99,1072.5,19,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,11:30:00,95.98,646.25,20,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,12:00:01,96.49,533.33,20,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,12:30:00,96.29,346.25,18,52,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,13:00:00,96.43,513.33,18,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,13:30:01,96.7,332.5,17,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,14:00:00,96.22,955.42,17,53,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,14:30:01,96.11,376.67,19,52,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,15:00:00,96.13,213.33,19,55,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,15:30:00,96.1,125.42,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,16:00:04,96.01,30.42,19,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,16:30:00,96.05,0.0,19,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,17:00:01,96.07,0.0,19,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,17:30:00,96.14,0.0,19,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,18:00:00,96.13,4.17,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,18:30:01,96.16,4.58,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,19:00:00,96.16,4.58,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,19:30:01,96.14,4.58,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,20:00:00,95.97,4.17,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,20:30:00,95.92,29.58,20,64,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,21:00:04,95.94,28.33,20,66,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,21:30:00,96.03,0.0,20,66,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,22:00:01,96.0,0.0,20,63,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,22:30:00,96.09,0.0,20,61,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,23:00:00,96.09,0.0,20,60,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-20,23:30:01,96.06,0.0,20,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,00:00:00,96.14,0.0,20,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,00:30:00,96.27,0.0,20,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,01:00:01,96.11,4.17,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,01:30:00,96.08,4.17,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,02:00:00,96.13,4.17,19,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,02:30:01,96.11,0.0,19,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,03:00:00,96.03,0.0,20,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,03:30:00,96.04,0.0,20,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,04:00:01,96.11,0.0,20,60,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,04:30:00,96.12,0.0,19,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,05:00:00,96.08,0.0,19,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,05:30:00,96.15,0.0,19,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,06:00:01,96.27,0.0,19,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,06:30:00,96.18,0.0,19,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,07:00:01,96.21,0.0,19,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,07:30:00,96.18,23.33,19,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,08:00:00,96.14,86.25,19,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,08:30:01,96.11,177.5,19,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,09:00:00,96.14,406.67,19,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,09:30:00,96.08,485.0,19,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,10:00:01,96.0,566.25,19,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,10:30:00,95.99,935.42,20,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,11:00:00,95.99,444.58,20,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,11:30:01,96.1,540.42,20,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,12:00:00,95.99,250.0,20,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,12:30:00,95.99,742.92,20,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,13:00:01,96.02,718.75,20,62,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,13:30:00,95.93,259.58,20,62,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,14:00:00,95.97,467.5,20,63,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,14:30:01,96.04,406.25,20,62,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,15:00:00,95.95,267.08,20,61,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,15:30:01,96.0,169.58,20,60,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,16:00:00,96.02,22.92,20,59,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,16:30:00,96.01,0.0,20,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,17:00:01,96.0,0.0,20,60,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,17:30:00,96.02,0.0,20,60,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,18:00:04,95.99,0.0,20,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,18:30:00,96.0,0.0,20,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,19:00:00,96.01,4.17,20,58,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,19:30:01,96.06,0.0,20,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,20:00:00,96.04,0.0,20,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,20:30:01,96.08,0.0,20,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,21:00:00,95.95,28.33,19,56,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,21:30:00,95.93,3.75,20,57,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,22:00:01,95.93,0.0,20,60,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,22:30:00,95.99,0.0,20,65,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,23:00:00,95.97,0.0,20,60,0
Alismatales,Araceae,Monsteroideae,Spathiphylleae,2023-11-21,23:30:01,96.0,0.0,20,58,0
